Text,Label,task_1
"43 percent of the hate speech #Facebook initially removed was restored within 90 days, and 100% of these restored posts were Islamophobic in nature.Facebook in India Is Drowning in #AntiMuslim Hate Speech  #Islamophobia https://t.co/Zj1lxJ4Vpv via @vicenews",0,NOT
@itsJeffTiedrich Oh he definitely wouldâ€™ve sold out everybody. #trumpisatraitor #TrumpMustResign,0,NOT
#FuckTrump ðŸ’©    $41-million settlement in 'Central Park Five' case gets final approval https://t.co/ftsnNXyAdi,0,NOT
@cenkuygur You are. False journalists with agendas on none existant fabrications. #douchebag,0,NOT
Goddamit #fucktrump https://t.co/wLiQVcOCtG,0,NOT
"Amrinder Singh Malhi, President, RDA , AIIMS: All resident doctors are back to work but we will continue with symbolic protest by wearing black badges, bandages&amp;helmets. If condition worsens we will go on indefinite strike from June 17.   #DoctorsFightBack https://t.co/ouRG10Ph90",0,NOT
"@TheRealOJ32 Only in America can a murderer (come on, he did it) and convicted criminal immediately get half million followers. If youâ€™re following, youâ€™re condoning his actions and validating him. #OJdidit #conman #murderer",0,NOT
No @GOP lawmakers with any guts? #TrumpIsATraitor https://t.co/acklHaRMZz,0,NOT
"@newtgingrich I'll type slowly so you can understand.  The GOP originated the request for the Steele dossier before they made trump their nominee.  And Steele is a Brit (ally), not russian (adversary).  Clinton is not a traitor but @POTUS is.  #TrumpIsATraitor   #GOPComplicitTraitors",0,NOT
It could be the Tom &amp; Rory Show -    just got to get rid of the elephant in the room ..    #BorisJohnsonShouldNotBePM   #CorbynMustGo   #BollockstoBrexit https://t.co/CZ1YfCM8de,0,NOT
"@AdityaRajKaul Dukarr ðŸ·ðŸ½ðŸ‡µðŸ‡° Mullah's drying for business deals with ðŸ‡®ðŸ‡³ðŸ•‰ï¸ Bloody beggar's Allah ke naam de de, Chalo ðŸ…ðŸ… tamatar toh dedo !! ðŸ˜‚ðŸ˜‚ðŸ˜‚ #INDvPAK #CWC19  #ModiJiSeMilnaHai #FridayMotivation #ModiSurgicalSnub #ModiGlobalPower #ImranKhan #cwc11 #imranhataomulkbachao",1,HOF
I love the selective memory &amp; projecting from the right when they get owned ðŸ™ŒðŸ¼  #HappyJohnMcCainDay2019   #CadetBoneSpurs #TrumpIsATraitor   #NPD   #FridayThoughts https://t.co/heHiGF4h3n,0,NOT
"@The_OJSimpson32 You know what else is crazy is when a murderer has to play the race card to get off &amp; even though everyone knows he did it, he claims heâ€™s going to find the â€œrealâ€ killers.   #Murderer ðŸ”ªðŸ”ª",0,NOT
@ICC #ShameOnICC Now plz stop it...,0,NOT
"I appeal to all doctors in #WestBengal and throughout country, to return to work, as only poor people suffering, I assure I shall fight against Bengal Govt and Central govt for better security 2doctors! #DoctorsFightBack #savethedoctors Indian Medical Association #PrannoyRoy",0,NOT
"If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6  Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind  Final  Ind vs NZ  (If rain continues), NZ - India will win jointly ðŸ¤£ðŸ¤£. #ShameOnICC",0,NOT
What a honorable noble human being huh . #douchebag https://t.co/wlXSvtRPGh,0,NOT
"@sianoresist A beautiful jail cell with a beautiful notepad to write beautiful love letters to Putin, Lil Rocket Man, Xi, and MBS..oh yeah and a big beautiful painted mural of John McCain and Robert Mueller on his cell walls!    #FuckTrump",0,NOT
@realDonaldTrump Russian elected twit is #PutinsPuppet #TrumpIsATraitor https://t.co/8BHnUobBlE,0,NOT
Oak Tree Given To #IdiotTrump By# Macron Dies Under Mysterious Circumstances https://t.co/GPhQL0PZvg,0,NOT
HUMP DAY #9   @Unite2020 #FUCKTRUMP #VoteBlueNoMatterWho   @SoZooMe1   @LittleItalyPic   @CJ_isnowblue   @TerriDF   @umacoopa1   @fuckthewall2019 ðŸ’©ðŸ¤£  @ras4800   @heyjude831   @moonyeensghost   @donnaleeforte   @JimMick67  @TweetFiction   @SpacialK3   @Barbara27Morris   @candynorthgirl https://t.co/BEl6AI65kf,0,NOT
#FuckTrump and his Birthday https://t.co/DmJBHyp9fi,0,NOT
"Think about that guy, who had planned a trip to UK from India just to watch #IndVsNz , told all his friends about it, spent 3 lakh rupees on everything just to experience the same old rain.  #ShameOnICC",0,NOT
@gainedgod Ex army men &amp; Tory MPs Rory Stewart &amp; Tobias Ellewood shudder at the thought of Boris as Pm in the year of the 75th anniversary of Dday. I wonder why! #whereswally #boris #BorisJohnsonShouldNotBePM #cowardsfollowcowards #absentfathers https://t.co/SqsLMyRO9O,0,NOT
@RealDeanCain It's pretty pathetic to have a social media acct dedicated to hating someone. ðŸ™„ Ironic those people chanting things like #LoveTrumpsHate #LoveISLove are the same ones who say #FuckTrump. Hypocrites.,0,NOT
â€œThe Oneâ€ who Slays Aussies ðŸ @SDhawan25     #INDvAUS #CWC2019 #cwc19  #DhoniKeepsTheGlove,0,NOT
"@ConnorAves #murderer, think of itâ€™s family!!!!",0,NOT
@realDonaldTrump @USArmy Happy John McCain Day Cadet Bonespurs! #JohnMcCainDay #TrumpIsATraitor,0,NOT
@realDonaldTrump Has she gone looking for any remaining fragments of her soul? #Trump #TrumpIsATraitor,0,NOT
@DevinCow @KimEGoldman Followed Ms. Goldman yesterday and blocked the #MURDERER yesterday. I've followed you since that bad boy sued you. Please follow me! https://t.co/K0dzRp5qEk,0,NOT
"@SenateGOP @realDonaldTrump Happy #JohnMcCainDay,  @SenateGOP!      #TrumpTheDraftDodger #McCainTrumpsBday #JohnMcCainAmericanHero #TrumpIsATraitor #JohnMcCainDay https://t.co/Ozqhp9i89e",0,NOT
1 Stop Fashion Women Kurta  @ Rs.199 (mrp-1107)    https://t.co/xX3qfYe1kb    More 1 Stop Fashion Offers    https://t.co/PtVllOwFv9    https://t.co/xX3qfYe1kb    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,0,NOT
"Kamala Harrisâ€™s plan to provide DREAMers a pathway to citizenship, explained #Resist #ResistTrump #FuckTrump https://t.co/WfsltWy6NJ",0,NOT
@GOP @realDonaldTrump ðŸ‡ºðŸ‡¸The best way to show your   commitment to real criminal justice   reform would be to get rid of the   criminal in the White House. NOW!    #TrumpIsATraitor  #DoSomethingGOP,0,NOT
@HuffPost FBI agents Struck and Paige were fired because they exercised freedom of speech speech #TrumpIsATraitor #45IsAcriminal #TrumpCrimeFamily #McConnellMustGo #McConnellChaoCorruption,0,NOT
Correct. Now is not the time for moderation. You cannot be moderate with your head inside the tiger's mouth. #FuckTrump https://t.co/IwEk3oZA1k,0,NOT
Like Seriously!!! This is what i literally tell my friends everyday!    #Health #water #hydrated #healthy #WorldBloodDonorDay #NBAFinals #FridayMotivation #FridayFeeling #ShameonICC #WeTheNorth #instagramdown #India #meme #SarcasmOnly https://t.co/t2FpSEY823,0,NOT
#stopboris #BorisJohnsonShouldNotBePM   #borisdoesnotrepresentme   #C4Debate   @chessmartinez     What an inspirational woman you are Francesca...    https://t.co/Dc592xcidO,0,NOT
A billion Cricket fans waited four years to watch how it rains in England and how the cricket grounds are becoming swimming pools  #ShameOnICC   #CWC19 https://t.co/2Q27mU6WAC,0,NOT
"#Chernobyl #ShameOnICC  Akimov: The turbine is going too slow for the test to deliver any valid results, &amp; If we add mor....  Dyatlov: https://t.co/2zMUCFKYbX",0,NOT
@FinancialXpress i appeal to all doctors through this channel ...    that   if you all are doing strike then do for years for all the responsible not for the common people who are helpless....    You all are second god .......    #DoctorsFightBack #DoctorsProtest #DoctorsStrike @MoHFW_INDIA,0,NOT
â€œRon Goldmanâ€™s sister hails him as â€˜heroâ€™ in first interview since OJ Simpson trialâ€ Source: https://t.co/MYxrFSPqqb #RonGoldman #KimGoldman #FredGoldman #NicoleBrownSimpson #OJ #OJSimpson #TheJuice #Murderer,0,NOT
@Gen_VKSingh @msdhoni @ICC I fully endorse You Sir.....     This is about our #NationalPride .......     I am of the Opinion #DhoniKeepsTheGlove,0,NOT
@realDonaldTrump Happy #JohnMcCainDay   #fucktrump   #AmericansForImpeachment,0,NOT
Trump's GOP allies privately cringe at dirt comments #Resist #ResistTrump #FuckTrump https://t.co/2wyFNQtdNY,0,NOT
If u r living today it's bcoz of doctors.. #Savethedoctors #DoctorsFightBack #MamataLosingControl @MamataOfficial .... https://t.co/Wf0F0WLBM8,0,NOT
Must Listen! I Stand With NRS https://t.co/hIRyPeDsCO via @YouTube #NRS #SAVEDOCTORS #India #NEWS #WestBengal #MamataLosingControl #DoctorsFightBack #DoctorsStrike #DoctorsProtest,0,NOT
Anderson Cooper: All of Trump's threats were about nothing #Resist #ResistTrump #FuckTrump https://t.co/4jKzZnKTh3,0,NOT
@ICC Have some sense ðŸ˜‚ Just creating issue out of nothing #DhoniKeepsTheGlove,0,NOT
#DhoniKeepTheGlove dear icc you may not know but that logo is not political nor religious it is a logo of a army regiment so ms dhoni did nothing wrong #DhoniKeepsTheGlove  icc please research on it,0,NOT
I knew the police wouldnâ€™t do anything. So I am doing something. Feel how you will. I donâ€™t care. Just be safe. His Twitter is beardedweirdness. Donâ€™t kill him. #rapist #MeToo #becareful #arthurcampos,0,NOT
"@AprilDRyan He thinks that HE is the maligned one, just like Twitler. I will avoid that #murderer.",0,NOT
#ShameOnICC focuses on Ground instead of doing Glove issue. Already I paid for the ticket.ðŸ˜‚ https://t.co/Nx5Hr69nuf,0,NOT
"@mipaltan #ShameOnICC this #CWC19 winner is the incredible , undisputed ,reigning , attacker ,the powerhitter the pain none other than the england rain @ICC @cricketworldcup @BCCI  @ECB_cricket @7polly7 @ABdeVilliers17 @ajaydevgn @ajinkyarahane88 @akshaykumar @amlahash @shahidkapoor https://t.co/OPAv3veGwz",0,NOT
@tedlieu @tricia_resists @KellyannePolls @realDonaldTrump #FireKellyanne #TrumpIsATraitor  #McCainsAHero #JohnMcCainDayJune14 and do not forget #PenceKnewEverything,0,NOT
Trump says Kim has 'kept his word' hours after Bolton said he hasn't #Resist #ResistTrump #FuckTrump https://t.co/2pK4D11eTh,0,NOT
Here are things you must know if you're Hindu.    #WorldBloodDonorDay #ShameOnICC #SaveBengal #FridayFeeling #SCOSummit2019 #MenInBlackReview #TheUnmissableMeeting #doctorsstrike #ENGvWI #spiritual #cultural #hindu #hinduism #ABrandNewDayOutNow https://t.co/rELbYCGpH3,0,NOT
"News is hard to take. I will hold  the belief, that no matter what it looks like- This President will be gone- somehow someway. My wish- WE WOULD SHOW HIS CORRUPTION ON TV- NOW - IN IMPEACHMENT HEARINGS.  PLEASE SOMEONE EXPLAIN to me why this isn't happening? #TrumpIsATraitor",0,NOT
@SweetFreedom29 @IbraheemSamirah @DLoesch Progressives like this fool love these kinds of weapons #Murderer,0,NOT
@YourStoryCo #ICCWorldCup2019 will turn out to be a swimming competition. #ShameOnICC,0,NOT
@4YrsToday @erichards24 HAPPY JOHN MC CAIN DAY! #fucktrump #trumpcolluded #lazysumbitch,0,NOT
Pete Buttigieg just gave his first foreign policy speech. He offered 5 clear proposals. #Resist #ResistTrump #FuckTrump https://t.co/fScveRX4Ms,0,NOT
Whats @Swamy39 priority in life?    #ModiJiPleaseInkoKaamDo     #AbortionIsMurder #INDvAUS #AUSvIND #INDvsAUS #DhoniKeepTheGlove #JusticeForTwinkleSharma #JusticeForFarishta #Bharat #FreePrashantNow #DhoniKeepsTheGlove #WestBengal #Tirupati #GabbarisBack #SachinOpensAgain #starc,0,NOT
"Chris Georgiou - Bojo in the House https://t.co/laVTmCEiQW via @YouTube check it out, absolutely brilliant! @larionDS #BorisJohnson #BoJo #BorisJohnsonShouldNotBePM",0,NOT
#DoctorsProtest #DoctorsStrike #DoctorStrike #DoctorsFightBack #DoctorsUnderOppression #Doctors     REMEMBER DR. KAFEEL KHAN FROM #UttarPradesh â“    HE WAS JAILED BY @myogiadityanath GOVERNMENTâ€¼ï¸    #Doctors SHOULD HAVE FOUGHT BACK THEN TOOâ€¼ï¸    ANYTHING POLITICAL ABOUT IT â€¼ï¸â“ https://t.co/D9wy9wyEG9,0,NOT
@realDonaldTrump You are a crook and a national embarrassment.  #FUCKTRUMP  #impeach45  Happy #JohnMcCainDay,1,HOF
@Conservatives a 'Johnson' is slang for a penis. #Dickhead #NominativeDeterminism  #ToriesOut #PeoplesVote #Blindingobvious,1,HOF
Japanese internment camp all over again but with latinos kids!  This shit is going way too far now!!  Family separation has been upgraded!!! #FuckTrump #Bernie2020 #BernieSanders https://t.co/0BcRJVno0e,0,NOT
And what who are they going to gun down loser Trump in the WH? #dickhead https://t.co/DiJhvonXhv,0,NOT
Thats The Story Of Indian Batting....When Our Top-3 Clicks...We Dont Need Any Stable No.4...We Just Need FinishersðŸ¤© #GermanyCheersForIndia #INDvAUS #ICCWorldCup2019 #AUSvIND #AusVsInd #Dhoni #DhoniKeepsTheGlove #Shikhar #Rohit #Kohli #pandya,0,NOT
#womensrights #humanrights #fucktrump  'U.S. court rules against #Trump administration in immigrant teen abortion case' - https://t.co/1JXH2TLgtE,0,NOT
"@realDonaldTrump â€œI was such an amazing quarterback in high school, that I can tell you. Watch these 50 year old videos...â€ ðŸ™„    Dolt45 loves to prove over and over again what a PATHETIC LOSER he is. Can you please for one day show just a little bit of class?    #Douchebag",1,HOF
UAE investors hit as dodgy #halal firm #IMAJewels folds up in India https://t.co/Pk6ZWP7jOY #Imafraud #Imascam #Bengaluru #Ponzi #UAE #Halal,0,NOT
@GOP @realDonaldTrump I suppose he'll be celebrating his birthday at one of his golf properties on taxpayer money??    #TrumpIsATraitor   #ResignAndGiveAmericaAGift https://t.co/lKubflbFXw,0,NOT
"BCCI should recall team India back from ICC CWC, next day hi ICC would allow to play in army uniform #DhoniKeepsTheGlove",0,NOT
"@realDonaldTrump Glad to see her go, hate to watch her leave.    Who's up to replace her? Mad Dog Hate Speech Pirro?  #fucktrump #trump2020 https://t.co/GVgbgq845V",0,NOT
"Muchas Gracias a @DeUndine for thus great review of the #Spanish edition of my pool, The #Poet and the #murderer Lecturas de Undine: RESEÃ‘A: 'LA POETA Y EL ASESINO', SIMON WORRALL #TrueCrime #Forgery  https://t.co/PfJIIfICrO",0,NOT
What's wrong there!??  Rain is interrupted @ England!  #shameonICC #ENGvWI #Rain    Can we see a complete match today?,0,NOT
If required boycott tournament. #DhoniKeepTheGlove #DhoniKeepsTheGlove #Dhoni,0,NOT
The Press is not the enemy of the people. #TrumpIsATraitor #JohnMcCainDayJune14th https://t.co/LDsUKmQfrk,0,NOT
"It is not a 'brand logo' that he is not put for money,  'it is its symbol of pride' #DhoniKeepsTheGlove https://t.co/u43fkvewpu",0,NOT
@JohnJHarwood Gag reflex kicking in. #TrumpIsATraitor,0,NOT
"Stand by the doctors , with the doctors.   They need support and world needs to interfere .  #UNO #DoctorsProtest #DoctorsFightBack",0,NOT
@realDonaldTrump @NCGOP #FuckTrump  I will never forget what you did to the #CentralParkFive!  Now known as the #ExoneratedFive https://t.co/hD7EXJiI2b,0,NOT
@JayneInnes With you there Councillor #BorisJohnsonShouldNotBePM,0,NOT
"The best part: India will host the 2023 Cricket World Cup. Just compare the   Grounds,   Spectators,   Advertisements,   Opening Ceremony,  Rain Management,  Schedule and Venues,  And the Fan Support.  That'll be enough to put the ECB to shame. #ShameOnICC #BCCI",0,NOT
Some of the GOP in Congress I find utterly disgusting. Itâ€™s almost impossible to listen to them try to justify fucked up trump. Itâ€™s really disheartening #FuckTrump #FuckTheGOP,1,HOF
@jaketapper And he looks like a bag of guts. #TrumpIsATraitor,0,NOT
"Makes sense, which is tragic. #TrumpisaCriminal #TrumpisaTraitor https://t.co/U9nk6Fmei2",0,NOT
"@pskumarangattu @AmitShah This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp",0,NOT
#DhoniKeepsTheGlove  We support Dhoni... It's pride of India...,0,NOT
@PastorelliGia who are these ppl replying to you and why are they annoying #fucktrump,0,NOT
I think word cup should be conducted by BCCI. ICC doesn't have enough funds to cover ground alsoðŸ˜‚ðŸ˜‚  #ShameOnICC,0,NOT
@RepAdamSchiff Walk around Adam Shifty's #LA district and then tell me what kind of a politician he is. #douchebag,0,NOT
"#DoctorsFightBack | The incident happened on 10th and today is the 14th. What has been done? The hostels have been trespassed upon, the protestors have been threatened: Dr Swati, Media Representative, Resident Doctors Association, AIIMS https://t.co/58lt36RucK",0,NOT
"Trump is loyal only to Russia, Saudi Arabia, and himself. #TrumpIsATraitor #TrumpRussia #ImpeachmentInquiryNow #impeachTrump https://t.co/qEP29hgv2x",0,NOT
Doctors of #Khurda district headquarters hospital join all-India protest against violence on junior doctors in West Bengal by wearing black badges #DoctorsFightBack #DoctorsStrike #Odisha https://t.co/Ytj1BrYEAk,0,NOT
